01,Østfold
0101,Halden
0104,Moss
0105,Sarpsborg
0106,Fredrikstad
0111,Hvaler
0118,Aremark
0119,Marker
0121,Rømskog
0122,Trøgstad
0123,Spydeberg
0124,Askim
0125,Eidsberg
0127,Skiptvet
0128,Rakkestad
0135,Råde
0136,Rygge
0137,Våler
0138,Hobøl
02,Akershus
0211,Vestby
0213,Ski
0214,Ås
0215,Frogn
0216,Nesodden
0217,Oppegård
0219,Bærum
0220,Asker
0221,Aurskog-Høland
0226,Sørum
0227,Fet
0228,Rælingen
0229,Enebakk
0230,Lørenskog
0231,Skedsmo
0233,Nittedal
0234,Gjerdrum
0235,Ullensaker
0236,Nes
0237,Eidsvoll
0238,Nannestad
0239,Hurdal
03,Oslo
04,Hedmark
0402,Kongsvinger
0403,Hamar
0412,Ringsaker
0415,Løten
0417,Stange
0418,Nord-Odal
0419,Sør-Odal
0420,Eidskog
0423,Grue
0425,Åsnes
0426,Våler
0427,Elverum
0428,Trysil
0429,Åmot
0430,Stor-Elvdal
0432,Rendalen
0434,Engerdal
0436,Tolga
0437,Tynset
0438,Alvdal
0439,Folldal
0441,Os
05,Oppland
0501,Lillehammer
0502,Gjøvik
0511,Dovre
0512,Lesja
0513,Skjåk
0514,Lom
0515,Vågå
0516,Nord-Fron
0517,Sel
0519,Sør-Fron
0520,Ringebu
0521,Øyer
0522,Gausdal
0528,Østre Toten
0529,Vestre Toten
0532,Jevnaker
0533,Lunner
0534,Gran
0536,Søndre Land
0538,Nordre Land
0540,Sør-Aurdal
0541,Etnedal
0542,Nord-Aurdal
0543,Vestre Slidre
0544,Øystre Slidre
0545,Vang
06,Buskerud
0602,Drammen
0604,Kongsberg
0605,Ringerike
0612,Hole
0615,Flå
0616,Nes
0617,Gol
0618,Hemsedal
0619,Ål
0620,Hol
0621,Sigdal
0622,Krødsherad
0623,Modum
0624,Øvre Eiker
0625,Nedre Eiker
0626,Lier
0627,Røyken
0628,Hurum
0631,Flesberg
0632,Rollag
0633,Nore og Uvdal
07,Vestfold
0701,Horten
0702,Holmestrand
0704,Tønsberg
0706,Sandefjord
0709,Larvik
0711,Svelvik
0713,Sande
0714,Hof
0716,Re
0719,Andebu
0720,Stokke
0722,Nøtterøy
0723,Tjøme
0728,Lardal
08,Telemark
0805,Porsgrunn
0806,Skien
0807,Notodden
0811,Siljan
0814,Bamble
0815,Kragerø
0817,Drangedal
0819,Nome
0821,Bø
0822,Sauherad
0826,Tinn
0827,Hjartdal
0828,Seljord
0829,Kviteseid
0830,Nissedal
0831,Fyresdal
0833,Tokke
0834,Vinje
09,Aust-Agder
0901,Risør
0904,Grimstad
0906,Arendal
0911,Gjerstad
0912,Vegårshei
0914,Tvedestrand
0919,Froland
0926,Lillesand
0928,Birkenes
0929,Åmli
0935,Iveland
0937,Evje og Hornnes
0938,Bygland
0940,Valle
0941,Bykle
10,Vest-Agder
1001,Kristiansand
1002,Mandal
1003,Farsund
1004,Flekkefjord
1014,Vennesla
1017,Songdalen
1018,Søgne
1021,Marnardal
1026,Åseral
1027,Audnedal
1029,Lindesnes
1032,Lyngdal
1034,Hægebostad
1037,Kvinesdal
1046,Sirdal
11,Rogaland
1101,Eigersund
1102,Sandnes
1103,Stavanger
1106,Haugesund
1111,Sokndal
1112,Lund
1114,Bjerkreim
1119,Hå
1120,Klepp
1121,Time
1122,Gjesdal
1124,Sola
1127,Randaberg
1129,Forsand
1130,Strand
1133,Hjelmeland
1134,Suldal
1135,Sauda
1141,Finnøy
1142,Rennesøy
1144,Kvitsøy
1145,Bokn
1146,Tysvær
1149,Karmøy
1151,Utsira
1160,Vindafjord
12,Hordaland
1201,Bergen
1211,Etne
1216,Sveio
1219,Bømlo
1221,Stord
1222,Fitjar
1223,Tysnes
1224,Kvinnherad
1227,Jondal
1228,Odda
1231,Ullensvang
1232,Eidfjord
1233,Ulvik
1234,Granvin
1235,Voss
1238,Kvam herad
1241,Fusa
1242,Samnanger
1243,Os
1244,Austevoll
1245,Sund
1246,Fjell
1247,Askøy
1251,Vaksdal
1252,Modalen
1253,Osterøy
1256,Meland
1259,Øygarden
1260,Radøy
1263,Lindås
1264,Austrheim
1265,Fedje
1266,Masfjorden
14,Sogn og Fjordane
1401,Flora
1411,Gulen
1412,Solund
1413,Hyllestad
1416,Høyanger
1417,Vik
1418,Balestrand
1419,Leikanger
1420,Sogndal
1421,Aurland
1422,Lærdal
1424,Årdal
1426,Luster
1428,Askvoll
1429,Fjaler
1430,Gaular
1431,Jølster
1432,Førde
1433,Naustdal
1438,Bremanger
1439,Vågsøy
1441,Selje
1443,Eid
1444,Hornindal
1445,Gloppen
